icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
WMPA,PKG,Pulau Pangkor Airport,4.24472,100.553,14.0,Asia/Kuala_Lumpur,Pangkor Airport[1],Pangkor Island, Perak, Malaysia
WRBK,KBU,Stagen Airport,-3.29472,116.165,21.0,Asia/Makassar,Gusti Syamsir Alam Airport (Stagen Airport),Kotabaru,, Indonesia
WRLB,LBW,Long Bawan Airport,3.867,115.683,1083.0,Asia/Makassar,Juvai Semaring Airport (Long Bawan Airport),Long Bawan,, Indonesia
WRLF,NNX,Nunukan Airport,4.1365300000000005,117.667,15.0,Asia/Makassar,Nunukan Airport,Nunukan,, Indonesia
WRLP,LPU,Long Apung Airport,0.583,115.6,157.0,Asia/Makassar,Long Apung Airport,Long Apung,, Indonesia
YABA,ALH,Albany Airport,-34.9433,117.809,65.0,Australia/Perth,Albany Airport,Albany, Western Australia, Australia
YARG,GYL,Argyle Airport,-16.6369,128.451,152.0,Australia/Perth,Argyle Airport,Argyle, Western Australia, Australia
YAUR,AUU,Aurukun Airport,-13.3539,141.721,16.0,Australia/Brisbane,Aurukun Airport,Aurukun, Queensland, Australia
YBAR,BCI,Barcaldine Airport,-23.5653,145.30700000000004,268.0,Australia/Brisbane,Barcaldine Airport,Barcaldine, Queensland, Australia
YBAU,BDD,Badu Island Airport,-10.15,141.175,-13.0,Etc/GMT-9,Badu Island Airport,Badu Island, Queensland, Australia
YBDV,BVI,Birdsville Airport,-25.8975,139.34799999999998,49.0,Australia/Brisbane,Birdsville Airport,Birdsville, Queensland, Australia
YBHI,BHQ,Broken Hill Airport,-32.0014,141.472,286.0,Australia/Broken_Hill,Broken Hill Airport,Broken Hill, New South Wales, Australia
YBHM,HTI,Hamilton Island Airport,-20.3581,148.952,10.0,Australia/Lindeman,Great Barrier Reef Airport,Hamilton Island, Queensland, Australia
YBIE,BEU,Bedourie Airport,-24.3461,139.46,84.0,Australia/Brisbane,Bedourie Airport,Bedourie, Queensland, Australia
YBKE,BRK,Bourke Airport,-30.0392,145.952,103.0,Australia/Sydney,Bourke Airport,Bourke, New South Wales, Australia
YBKT,BUC,Burketown Airport,-17.7486,139.534,9.0,Australia/Brisbane,Burketown Airport,Burketown, Queensland, Australia
YBOI,GIC,Boigu Airport,-9.23278,142.218,6.0,Australia/Brisbane,Boigu Island Airport,Boigu Island, Queensland, Australia
YBOK,OKY,Oakey Airport,-27.411389,151.735278,398.0,Australia/Brisbane,Oakey Army Aviation Centre[1],Oakey, Queensland, Australia
YBOU,BQL,Boulia Airport,-22.9133,139.9,168.0,Australia/Brisbane,Boulia Airport,Boulia, Queensland, Australia
YBTH,BHS,Bathurst Airport,-33.4094,149.65200000000004,692.0,Australia/Sydney,Bathurst Airport,Bathurst, New South Wales, Australia
YBTR,BLT,Blackwater Airport,-23.6031,148.80700000000004,195.0,Australia/Brisbane,Blackwater Airport,Blackwater, Queensland, Australia
YCAR,CVQ,Carnarvon Airport,-24.8806,113.672,8.0,Australia/Perth,Carnarvon Airport,Carnarvon, Western Australia, Australia
YCBA,CAZ,Cobar Airport,-31.5383,145.79399999999995,214.0,Australia/Sydney,Cobar Airport,Cobar, New South Wales, Australia
YCBP,CPD,Coober Pedy Airport,-29.04,134.721,218.0,Australia/Adelaide,Coober Pedy Airport,Coober Pedy, South Australia, Australia
YCCT,CNC,Coconut Island Airport,-10.05,143.07,6.0,Australia/Brisbane,Coconut Island Airport,Coconut (Poruma) Island, Queensland, Australia
YCCY,CNJ,Cloncurry Airport,-20.6686,140.504,182.0,Australia/Brisbane,Cloncurry Airport,Cloncurry, Queensland, Australia
YCDU,CED,Ceduna Airport,-32.1306,133.71,10.0,Australia/Adelaide,Ceduna Airport,Ceduna, South Australia, Australia
YCKN,CTN,Cooktown Airport,-15.4447,145.184,10.0,Australia/Brisbane,Cooktown Airport,Cooktown, Queensland, Australia
YCMU,CMA,Cunnamulla Airport,-28.03,145.622,189.0,Australia/Brisbane,Cunnamulla Airport,Cunnamulla, Queensland, Australia
YCNM,CNB,Coonamble Airport,-30.9833,148.376,166.0,Australia/Sydney,Coonamble Airport,Coonamble, New South Wales, Australia
YCOE,CUQ,Coen Airport,-13.7608,143.114,152.0,Australia/Brisbane,Coen Airport,Coen, Queensland, Australia
YCOM,OOM,Cooma Snowy Mountains Airport,-36.3006,148.974,929.0,Australia/Sydney,Cooma–Snowy Mountains Airport[1],Cooma, New South Wales, Australia
YDMG,DMD,Doomadgee Airport,-17.9403,138.822,43.0,Australia/Brisbane,Doomadgee Airport,Doomadgee, Queensland, Australia
YDNI,NLF,Darnley Island Airport,-9.58333,143.767,45.0,Australia/Brisbane,Darnley Island Airport[1],Darnley Island, Queensland, Australia
YDPO,DPO,Devonport Airport,-41.1697,146.43,6.0,Australia/Hobart,Devonport Airport,Devonport, Tasmania, Australia
YELD,ELC,Elcho Island Airport,-12.0194,135.571,29.0,Australia/Darwin,Elcho Island Airport,Elcho Island, Northern Territory, Australia
YESP,EPR,Esperance Airport,-33.6844,121.823,126.0,Australia/Perth,Esperance Airport,Esperance, Western Australia, Australia
YFLI,FLS,Flinders Island Airport,-40.0917,147.993,6.0,Australia/Hobart,Flinders Island Airport,Flinders Island, Tasmania, Australia
YGEL,GET,Geraldton Airport,-28.7961,114.707,15.0,Australia/Perth,Geraldton Airport,Geraldton, Western Australia, Australia
YGLA,GLT,Gladstone Airport,-23.8697,151.22299999999996,15.0,Australia/Brisbane,Gladstone Airport,Gladstone, Queensland, Australia
YGTE,GTE,Groote Eylandt Airport,-13.975,136.46,9.0,Australia/Darwin,Groote Eylandt Airport,Groote Eylandt, Northern Territory, Australia
YGTH,GFF,Griffith Airport,-34.2508,146.067,122.0,Australia/Sydney,Griffith Airport,Griffith, New South Wales, Australia
YHID,HID,Horn Island Airport,-10.5864,142.29,8.0,Australia/Brisbane,Horn Island Airport,Horn Island, Queensland, Australia
YHOO,HOK,Hooker Creek Airport,-18.3367,130.638,308.0,Australia/Darwin,Hooker Creek Airport,Lajamanu, Northern Territory, Australia
YHOT,MHU,Mount Hotham Airport,-37.0475,147.334,1292.0,Australia/Melbourne,Mount Hotham Airport,Mount Hotham, Victoria, Australia
YHUG,HGD,Hughenden Airport,-20.815,144.225,307.0,Australia/Brisbane,Hughenden Airport,Hughenden, Queensland, Australia
YJLC,JCK,Julia Creek Airport,-20.6683,141.72299999999996,118.0,Australia/Brisbane,Julia Creek Airport,Julia Creek, Queensland, Australia
YKBR,KAX,Kalbarri Airport,-27.69,114.262,141.0,Australia/Perth,Kalbarri Airport,Kalbarri, Western Australia, Australia
YKII,KNS,King Island Airport,-39.8775,143.878,29.0,Australia/Currie,King Island Airport,King Island, Tasmania, Australia
YKKG,KFG,Kalkgurung Airport,-17.4319,130.808,187.0,Australia/Darwin,Kalkgurung Airport,Kalkarindji, Northern Territory, Australia
YKMB,KRB,Karumba Airport,-17.4567,140.83,10.0,Australia/Brisbane,Karumba Airport,Karumba, Queensland, Australia
YKOW,KWM,Kowanyama Airport,-15.4856,141.751,16.0,Australia/Brisbane,Kowanyama Airport,Kowanyama, Queensland, Australia
YKUB,KUG,Kubin Airport,-10.225,142.218,19.0,Australia/Brisbane,Kubin Airport,Moa Island, Queensland, Australia
YLEO,LNO,Leonora Airport,-28.8781,121.315,365.0,Australia/Perth,Leonora Airport,Leonora, Western Australia, Australia
YLEV,LEL,Lake Evella Airport,-12.4989,135.806,71.0,Australia/Darwin,Lake Evella Airport,Gapuwiyak, Northern Territory, Australia
YLHI,LDH,Lord Howe Island Airport,-31.5383,159.077,9.0,Australia/Lord_Howe,Lord Howe Island Airport,Lord Howe Island, New South Wales, Australia
YLHR,IRG,Lockhart River Airport,-12.7869,143.305,15.0,Australia/Brisbane,Lockhart River Airport,Lockhart River, Queensland, Australia
YLIS,LSY,Lismore Airport,-28.8303,153.26,21.0,Australia/Sydney,Lismore Airport,Lismore, New South Wales, Australia
YLRD,LHG,Lightning Ridge Airport,-29.4567,147.984,148.0,Australia/Sydney,Lightning Ridge Airport,Lightning Ridge, New South Wales, Australia
YLRE,LRE,Longreach Airport,-23.4342,144.28,181.0,Australia/Brisbane,Longreach Airport,Longreach, Queensland, Australia
YLST,LER,Leinster Airport,-27.8433,120.703,496.0,Australia/Perth,Leinster Airport,Leinster, Western Australia, Australia
YLTN,LVO,Laverton Airport,-28.6136,122.424,452.0,Australia/Perth,Laverton Airport,Laverton, Western Australia, Australia
YMAA,UBB,Mabuiag Island Airport,-9.95,142.183,83.0,Australia/Brisbane,Mabuiag Island Airport[1],Mabuiag Island, Queensland, Australia
YMEK,MKR,Meekatharra Airport,-26.6117,118.548,518.0,Australia/Perth,Meekatharra Airport,Meekatharra, Western Australia, Australia
YMER,MIM,Merimbula Airport,-36.9086,149.901,6.0,Australia/Sydney,Merimbula Airport,Merimbula, New South Wales, Australia
YMGB,MGT,Milingimbi Airport,-12.0944,134.894,11.0,Australia/Darwin,Milingimbi Airport,Milingimbi Island, Northern Territory, Australia
YMGD,MNG,Maningrida Airport,-12.0561,134.234,31.0,Australia/Darwin,Maningrida Airport,Maningrida, Northern Territory, Australia
YMHU,MCV,McArthur River Mine Airport,-16.4425,136.084,28.0,Australia/Darwin,McArthur River Mine Airport,McArthur River, Northern Territory, Australia
YMIA,MQL,Mildura Airport,-34.2292,142.086,38.0,Australia/Melbourne,Mildura Airport,Mildura, Victoria, Australia
YMOG,MMG,Mount Magnet Airport,-28.1161,117.842,406.0,Australia/Perth,Mount Magnet Airport,Mount Magnet, Western Australia, Australia
YMOR,MRZ,Moree Airport,-29.4989,149.845,162.0,Australia/Sydney,Moree Airport,Moree, New South Wales, Australia
YMRB,MOV,Moranbah Airport,-22.0578,148.077,212.0,Australia/Brisbane,Moranbah Airport,Moranbah, Queensland, Australia
YMRY,MYA,Moruya Airport,-35.8978,150.144,9.0,Australia/Sydney,Moruya Airport,Moruya, New South Wales, Australia
YMTG,MGB,Mount Gambier Airport,-37.7456,140.785,48.0,Australia/Adelaide,Mount Gambier Airport,Mount Gambier, South Australia, Australia
YMTI,ONG,Mornington Island Airport,-16.6625,139.178,13.0,Australia/Brisbane,Mornington Island Airport[1],Mornington Island, Queensland, Australia
YMUI,MYI,Murray Island Airport,-9.91667,144.055,91.0,Australia/Brisbane,Murray Island Airport,Murray Island, Queensland, Australia
YMYB,MBH,Maryborough Airport,-25.5133,152.715,26.0,Australia/Brisbane,Maryborough Airport,Maryborough, Queensland, Australia
YNAR,NRA,Narrandera Airport,-34.7022,146.512,127.0,Australia/Sydney,Narrandera Airport[1],Narrandera, New South Wales, Australia
YNBR,NAA,Narrabri Airport,-30.3192,149.827,213.0,Australia/Sydney,Narrabri Airport[1],Narrabri, New South Wales, Australia
YNTN,NTN,Normanton Airport,-17.6836,141.07,19.0,Australia/Brisbane,Normanton Airport[1],Normanton, Queensland, Australia
YNWN,ZNE,Newman Airport,-23.4178,119.803,514.0,Australia/Perth,Newman Airport,Newman, Western Australia, Australia
YOLD,OLP,Olympic Dam Airport,-30.485,136.877,86.0,Australia/Adelaide,Olympic Dam Airport[1],Olympic Dam, South Australia, Australia
YPAG,PUG,Port Augusta Airport,-32.506944,137.716667,20.0,Australia/Adelaide,Port Augusta Airport[1],Port Augusta, South Australia, Australia
YPAM,PMK,Palm Island Airport,-18.7553,146.58100000000005,13.0,Australia/Brisbane,Palm Island Airport[1],Palm Island, Queensland, Australia
YPBO,PBO,Paraburdoo Airport,-23.1711,117.745,416.0,Australia/Perth,Paraburdoo Airport,Paraburdoo, Western Australia, Australia
YPCC,CCK,Cocos Keeling Island Airport,-12.1883,96.8339,30.0,Indian/Cocos,Cocos (Keeling) Islands Airport,Cocos (Keeling) Islands,, Australia
YPGV,GOV,Gove Airport,-12.2694,136.81799999999998,44.0,Australia/Darwin,Gove Airport,Nhulunbuy, Northern Territory, Australia
YPKS,PKE,Parkes Airport,-33.1314,148.239,306.0,Australia/Sydney,Parkes Airport[1],Parkes, New South Wales, Australia
YPLC,PLO,Port Lincoln Airport,-34.6053,135.88,6.0,Australia/Adelaide,Port Lincoln Airport,Port Lincoln, South Australia, Australia
YPMP,EDR,Pormpuraaw Airport,-14.8967,141.609,21.0,Australia/Brisbane,Edward River Airport,Pormpuraaw, Queensland, Australia
YPMQ,PQQ,Port Macquarie Airport,-31.4358,152.863,7.0,Australia/Sydney,Port Macquarie Airport,Port Macquarie, New South Wales, Australia
YPOD,PTJ,Portland Airport,-38.3181,141.471,68.0,Australia/Melbourne,Portland Airport,Portland, Victoria, Australia
YQLP,ULP,Quilpie Airport,-26.6122,144.253,188.0,Australia/Brisbane,Quilpie Airport[1],Quilpie, Queensland, Australia
YRNG,RAM,Ramingining Airport,-12.3564,134.898,60.0,Australia/Darwin,Ramingining Airport[1],Ramingining, Northern Territory, Australia
YROM,RMA,Roma Airport,-26.545,148.775,297.0,Australia/Brisbane,Roma Airport,Roma, Queensland, Australia
YSGE,SGO,St George Airport,-28.0497,148.595,193.0,Australia/Brisbane,St George Airport[1],St George, Queensland, Australia
YSHK,MJK,Shark Bay Airport,-25.8939,113.577,38.0,Australia/Perth,Shark Bay Airport,Monkey Mia, Western Australia, Australia
YSII,SBR,Saibai Island Airport,-9.37833,142.625,7.0,Australia/Brisbane,Saibai Island Airport[1],Saibai Island, Queensland, Australia
YSRN,SRN,Strahan Airport,-42.155,145.292,47.0,Australia/Hobart,Strahan Airport[1],Strahan, Tasmania, Australia
YTGM,XTG,Thargomindah Airport,-27.9864,143.811,115.0,Australia/Brisbane,Thargomindah Airport,Thargomindah, Queensland, Australia
YTNK,TCA,Tennant Creek Airport,-19.6344,134.183,369.0,Australia/Darwin,Tennant Creek Airport,Tennant Creek, Northern Territory, Australia
YVRD,VCD,Victoria River Downs Airport,-16.4033,131.002,81.0,Australia/Darwin,Victoria River Downs Airport[1],Victoria River Downs Station, Northern Territory, Australia
YWBS,SYU,Warraber Island Airport,-10.2083,142.825,9.0,Australia/Brisbane,Warraber Island Airport[1],Sue Islet, Queensland, Australia
YWDH,WNR,Windorah Airport,-25.4131,142.667,132.0,Australia/Brisbane,Windorah Airport[1],Windorah, Queensland, Australia
YWHA,WYA,Whyalla Airport,-33.0589,137.514,18.0,Australia/Adelaide,Whyalla Airport,Whyalla, South Australia, Australia
YWLU,WUN,Wiluna Airport,-26.6292,120.221,500.0,Australia/Perth,Wiluna Airport[1],Wiluna, Western Australia, Australia
YWOL,WOL,Wollongong Airport,-34.5611,150.789,9.0,Australia/Sydney,Shellharbour Airport,Shellharbour, New South Wales, Australia
YWTN,WIN,Winton Airport,-22.3636,143.086,183.0,Australia/Brisbane,Winton Airport[1],Winton, Queensland, Australia
YWYY,BWT,Wynyard Airport,-40.9989,145.731,8.0,Australia/Hobart,Burnie Airport,Burnie, Tasmania, Australia
YYKI,OKR,Yorke Island Airport,-9.75703,143.411,2.0,Australia/Brisbane,Yorke Island Airport[1],Yorke Island, Queensland, Australia
YYMI,XMY,Yam Island Airport,-9.90111,142.776,18.0,Australia/Brisbane,Yam Island Airport,Yam Island, Queensland, Australia
ZBBB,NAY,Beijing Nanyuan Airport,39.7825,116.387778,27.0,Asia/Shanghai,,,,
ZBCF,CIF,Chifeng Airport,42.235,118.908,576.0,Asia/Shanghai,Chifeng Yulong Airport,Chifeng, Inner Mongolia, China
ZBCZ,CIH,Changzhi Airport,36.2475,113.126,912.0,Asia/Shanghai,Changzhi Wangcun Airport,Changzhi, Shanxi, China
ZBDT,DAT,Datong Airport,40.0603,113.482,1038.0,Asia/Shanghai,Datong Yungang Airport,Datong, Shanxi, China
ZBHH,HET,Baita Airport,40.851422,111.824103,1073.0,Asia/Shanghai,Hohhot Baita International Airport,Hohhot, Inner Mongolia, China
ZBOW,BAV,Baotou Airport,40.56,109.997,1001.0,Asia/Shanghai,Baotou Airport,Baotou, Inner Mongolia, China
ZBSJ,SJW,Shijiazhuang Daguocun International Airport,38.280686,114.6973,70.0,Asia/Shanghai,Shijiazhuang Zhengding International Airport,Shijiazhuang, Hebei, China
ZBTL,TGO,Tongliao Airport,43.5567,122.2,190.0,Asia/Shanghai,Tongliao Airport[1],Tongliao, Inner Mongolia, China
ZBUL,HLH,Ulanhot Airport,46.083,122.017,266.0,Asia/Shanghai,Ulanhot Airport,Ulanhot, Inner Mongolia, China
ZBXH,XIL,Xilinhot Airport,43.9156,115.964,1023.0,Asia/Shanghai,Xilinhot Airport,Xilinhot, Inner Mongolia, China
ZGBH,BHY,Beihai Airport,21.5394,109.294,20.0,Asia/Shanghai,Beihai Fucheng Airport,Beihai, Guangxi, China
ZGCD,CGD,Changde Airport,28.9189,111.64,35.0,Asia/Shanghai,Changde Taohuayuan Airport,Changde, Hunan, China
ZGDY,DYG,Dayong Airport,29.1028,110.443,209.0,Asia/Shanghai,Zhangjiajie Hehua Airport,Zhangjiajie, Hunan, China
ZGMX,MXZ,Meixian Airport,24.35,116.133,93.0,Asia/Shanghai,Meixian Airport,Meizhou, Guangdong, China
ZGSD,ZUH,Zhuhai Airport,22.0064,113.376,17.0,Asia/Shanghai,Zhuhai Jinwan Airport (Zhuhai Sanzao Airport),Zhuhai, Guangdong, China
ZGZH,LZH,Bailian Airport,24.2075,109.391,96.0,Asia/Shanghai,Liuzhou Bailian Airport,Liuzhou, Guangxi, China
ZGZJ,ZHA,Zhanjiang Airport,21.2144,110.358,33.0,Asia/Shanghai,Zhanjiang Airport,Zhanjiang, Guangdong, China
ZHES,ENH,Enshi Airport,30.3203,109.485,492.0,Asia/Shanghai,Enshi Xujiaping Airport,Enshi, Hubei, China
ZHNY,NNY,Nanyang Airport,32.9808,112.615,114.0,Asia/Shanghai,Nanyang Jiangying Airport,Nanyang, Henan, China
ZHXF,XFN,Xiangfan Airport,32.1506,112.291,62.0,Asia/Shanghai,Xiangyang Liuji Airport,Xiangyang, Hubei, China
ZHYC,YIH,Yichang Airport,30.671,111.441,62.0,Asia/Shanghai,Yichang Sanxia Airport,Yichang, Hubei, China
ZLAK,AKA,Ankang Airport,32.7081,108.931,253.0,Asia/Shanghai,Ankang Wulipu Airport,Ankang, Shaanxi, China
ZLGM,GOQ,Golmud Airport,34.633,98.867,4610.0,Asia/Shanghai,Golmud Airport,Golmud, Qinghai, China
ZLHZ,HZG,Hanzhong Airport,33.0636,107.008,505.0,Asia/Shanghai,Hanzhong Chenggu Airport,Hanzhong, Shaanxi, China
ZLQY,IQN,Qingyang Airport,35.7997,107.603,1406.0,Asia/Shanghai,Qingyang Airport,Qingyang, Gansu, China
ZLXN,XNN,Xining Caojiabu Airport,36.5275,102.043,2164.0,Asia/Shanghai,Xining Caojiabao Airport,Xining, Qinghai, China
ZLYA,ENY,Yan'an Airport,36.6369,109.554,944.0,Asia/Shanghai,Yan'an Nanniwan Airport,Yan'an, Shaanxi, China
ZLYL,UYN,Yulin Airport,38.2692,109.731,1064.0,Asia/Shanghai,Yulin Yuyang Airport,Yulin, Shaanxi, China
ZMAH,AVK,Arvaikheer Airport,46.2503,102.802,1769.0,Asia/Ulaanbaatar,Arvaikheer Airport,Arvaikheer,, Mongolia
ZMAT,LTI,Altai Airport,46.3764,96.2211,2205.0,Asia/Hovd,Altai Airport,Altai,, Mongolia
ZMBH,BYN,Bayankhongor Airport,46.1633,100.704,1835.0,Asia/Ulaanbaatar,Bayankhongor Airport,Bayankhongor,, Mongolia
ZMDZ,DLZ,Dalanzadgad Airport,43.5917,104.43,1464.0,Asia/Ulaanbaatar,Dalanzadgad Airport,Dalanzadgad,, Mongolia
ZMKD,HVD,Khovd Airport,47.9541,91.6282,1457.0,Asia/Hovd,Khovd Airport,Khovd,, Mongolia
ZMMN,MXV,Muren Airport,49.6633,100.099,1291.0,Asia/Ulaanbaatar,Mörön Airport,Mörön,, Mongolia
ZPDQ,DIG,Diqing Airport,27.7936,99.6772,3255.0,Asia/Shanghai,Diqing Shangri-La Airport,Shangri-La, Yunnan, China
ZPLX,LUM,Mangshi Airport,24.4011,98.5317,890.0,Asia/Shanghai,,,,
ZPSM,SYM,Simao Airport,22.7933,100.959,1246.0,Asia/Shanghai,Pu'er Simao Airport[1],Simao, Yunnan, China
ZPZT,ZAT,Zhaotong Airport,27.3256,103.755,1936.0,Asia/Shanghai,Zhaotong Airport,Zhaotong, Yunnan, China
ZSGZ,KOW,Ganzhou Airport,25.8258,114.912,106.0,Asia/Shanghai,Ganzhou Huangjin Airport,Ganzhou, Jiangxi, China
ZSJD,JDZ,Jingdezhen Airport,29.3386,117.176,46.0,Asia/Shanghai,Jingdezhen Luojia Airport,Jingdezhen, Jiangxi, China
ZSJJ,JIU,Jiujiang Lushan Airport,29.733,115.983,10.0,Asia/Shanghai,Jiujiang Lushan Airport,Jiujiang, Jiangxi, China
ZSJU,JUZ,Quzhou Airport,28.9658,118.899,65.0,Asia/Shanghai,Quzhou Airport,Quzhou, Zhejiang, China
ZSLG,LYG,Lianyungang Airport,34.55,119.25,10.0,Asia/Shanghai,Lianyungang Baitabu Airport,Lianyungang, Jiangsu, China
ZSLQ,HYN,Huangyan Luqiao Airport,28.5622,121.429,8.0,Asia/Shanghai,Taizhou Luqiao Airport,Taizhou, Zhejiang, China
ZSLY,LYI,Shubuling Airport,35.0461,118.412,46.0,Asia/Shanghai,Linyi Qiyang Airport (formerly Linyi Shubuling Airport),Linyi, Shandong, China
ZSQZ,JJN,Quanzhou Airport,24.7964,118.59,12.0,Asia/Shanghai,Quanzhou Jinjiang International Airport,Quanzhou, Fujian, China
ZSTX,TXN,Tunxi International Airport,29.7333,118.256,121.0,Asia/Shanghai,Huangshan Tunxi International Airport[1],Huangshan, Anhui, China
ZSWF,WEF,Weifang Airport,36.6467,119.119,47.0,Asia/Shanghai,Weifang Airport,Weifang, Shandong, China
ZSWH,WEH,Weihai Airport,37.1871,122.229,22.0,Asia/Shanghai,Weihai Dashuibo Airport,Weihai, Shandong, China
ZSWX,WUX,Wuxi Airport,31.4944,120.429,13.0,Asia/Shanghai,Sunan Shuofang International Airport,Wuxi / Suzhou, Jiangsu, China
ZSWY,WUS,Nanping Wuyishan Airport,27.7019,118.001,184.0,Asia/Shanghai,Wuyishan Airport,Wuyishan, Fujian, China
ZSWZ,WNZ,Wenzhou Yongqiang Airport,27.9122,120.852,5.0,Asia/Shanghai,Wenzhou Longwan International Airport,Wenzhou, Zhejiang, China
ZSYN,YNZ,Yancheng Airport,33.3856,120.125,10.0,Asia/Shanghai,Yancheng Nanyang International Airport,Yancheng, Jiangsu, China
ZSYW,YIW,Yiwu Airport,29.3447,120.032,72.0,Asia/Shanghai,Yiwu Airport,Yiwu, Zhejiang, China
ZSZS,HSN,Zhoushan Airport,29.9342,122.362,9.0,Asia/Shanghai,Zhoushan Putuoshan Airport,Zhoushan, Zhejiang, China
ZUBD,BPX,Qamdo Bangda Airport,30.5536,97.1083,4334.0,Asia/Shanghai,Qamdo Bamda Airport,Qamdo, Tibet Autonomous Region, China
ZUDX,DAX,Dachuan Airport,31.3,107.5,556.0,Asia/Shanghai,Dazhou Heshi Airport,Dazhou, Sichuan, China
ZUGU,GYS,Guangyuan Airport,32.3911,105.702,620.0,Asia/Shanghai,Guangyuan Panlong Airport,Guangyuan, Sichuan, China
ZULZ,LZO,Luzhou Airport,28.8522,105.393,244.0,Asia/Shanghai,Luzhou Yunlong Airport,Luzhou, Sichuan, China
ZUMY,MIG,Mianyang Airport,31.4281,104.741,504.0,Asia/Shanghai,Mianyang Nanjiao Airport,Mianyang, Sichuan, China
ZUNC,NAO,Nanchong Airport,30.754,106.062,271.0,Asia/Shanghai,Nanchong Gaoping Airport,Nanchong, Sichuan, China
ZUNZ,LZY,Nyingchi Airport,29.3033,94.3353,2953.0,Asia/Shanghai,Nyingchi Mainling Airport,Nyingchi (Linzhi), Tibet, China
ZUWX,WXN,Wanxian Airport,30.8361,108.406,253.0,Asia/Shanghai,Wanzhou Wuqiao Airport,Wanzhou, Chongqing, China
ZWAK,AKU,Aksu Airport,41.2625,80.2917,1162.0,Asia/Shanghai,Aksu Airport,Aksu, Xinjiang, China
ZWCM,IQM,Qiemo Airport,38.1494,85.5328,1255.0,Asia/Shanghai,Qiemo Airport,Qiemo, Xinjiang, China
ZWKC,KCA,Kuqa Airport,41.7181,82.9869,1071.0,Asia/Shanghai,Kuqa Qiuci Airport,Kuqa, Xinjiang, China
ZWKL,KRL,Korla Airport,41.6978,86.1289,946.0,Asia/Shanghai,Korla Airport,Korla, Xinjiang, China
ZWKM,KRY,Karamay Airport,45.617,84.883,412.0,Asia/Shanghai,Karamay Airport,Karamay, Xinjiang, China
ZWYN,YIN,Yining Airport,43.9558,81.3303,675.0,Asia/Shanghai,Yining Airport,Yining (Ghulja), Xinjiang, China
ZYHE,HEK,Heihe Airport,50.25,127.3,237.0,Asia/Shanghai,Heihe Airport,Heihe, Heilongjiang, China
ZYJM,JMU,Jiamusi Airport,46.843394,130.465389,79.0,Asia/Shanghai,Jiamusi Dongjiao Airport,Jiamusi, Heilongjiang, China
ZYJZ,JNZ,Jinzhou Airport,41.1014,121.062,12.0,Asia/Shanghai,Jinzhou Bay Airport,Jinzhou, Liaoning, China
ZYQQ,NDG,Qiqihar Sanjiazi Airport,47.239628,123.918131,125.0,Asia/Shanghai,Qiqihar Sanjiazi Airport[1],Qiqihar, Heilongjiang, China
ZYYJ,YNJ,Yanji Airport,42.8828,129.451258,179.0,Asia/Shanghai,Yanji Chaoyangchuan Airport,Yanji, Jilin, China
YMNE,WME,Mount Keith,-27.286389,120.554722,541.0,Australia/Perth,Mount Keith Airport,Mount Keith, Western Australia, Australia
SVRS,LRV,Gran Roque Airport,11.95,-66.67,11.0,America/Caracas,Los Roques Airport,Los Roques,, Venezuela
EIIM,IOR,Inishmore Airport,53.1067,-9.65361,6.0,Europe/Dublin,Inishmore Aerodrome (Kilronan Airport),Inishmore,, Ireland
EICA,NNR,Connemara Regional Airport,53.2303,-9.46778,21.0,Europe/Dublin,Connemara Airport,Spiddal,, Ireland
EDCG,GTI,Guettin MecklenburgVorpommern Germany,54.38333299999999,13.325278,12.0,Europe/Berlin,Rügen Airport (Güttin Airfield),Güttin, Mecklenburg-Vorpommern, Germany
USHB,NBB,Berezovo,63.9241,65.0487,26.0,Asia/Yekaterinburg,,,,
KORH,ORH,Worcester Regional Airport,42.2673,-71.8757,299.0,America/New_York,Worcester Regional Airport,Worcester, Massachusetts, United States
ZSAQ,AQG,Anqing Airport,30.5822,117.0502,14.0,Asia/Shanghai,Anqing Tianzhushan Airport,Anqing, Anhui, China
ZBSH,SHP,Shanhaiguan Airport,39.9681,119.731,14.0,Asia/Shanghai,,,,
ZBYC,YCU,Zhangxiao,35.018,110.993,361.0,Asia/Shanghai,Yuncheng Guangong Airport,Yuncheng, Shanxi, China
ZLAN,LHW,Lanzhou Airport,36.117,103.617,1560.0,Asia/Shanghai,,,,
ZLJQ,JGN,Jiayuguan Airport,39.8569,98.3414,1550.0,Asia/Shanghai,Jiayuguan Airport,Jiayuguan, Gansu, China
ZYDD,DDG,Dandong,40.0255,124.2866,10.0,Asia/Shanghai,Dandong Langtou Airport,Dandong, Liaoning, China
ZBDS,DSN,Ordos Ejin Horo,39.85,110.033,1421.0,Asia/Shanghai,Ordos Ejin Horo Airport,Ordos, Inner Mongolia, China
ZUZH,PZI,Panzhihua,26.54,101.799,1964.0,Asia/Shanghai,Panzhihua Bao'anying Airport[1],Panzhihua, Sichuan, China
KPWT,PWT,Bremerton National,47.490244,-122.764814,141.0,America/Los_Angeles,Bremerton National Airport,Bremerton, Washington, United States
KSPW,SPW,Spencer Muni,43.165527,-95.202805,407.0,America/Chicago,Spencer Municipal Airport,Spencer, Iowa, United States
