icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
AYGA,GKA,Goroka,-6.081689,145.391881,1566.0,Pacific/Port_Moresby,Goroka Airport,Goroka,, Papua New Guinea
AYMD,MAG,Madang,-5.207083,145.7887,8.0,Pacific/Port_Moresby,Madang Airport,Madang,, Papua New Guinea
AYMH,HGU,Mount Hagen,-5.826789,144.295861,1636.0,Pacific/Port_Moresby,Mount Hagen Airport,Mount Hagen,, Papua New Guinea
AYNZ,LAE,Nadzab,-6.569828,146.72624199999996,65.0,Pacific/Port_Moresby,Lae Nadzab Airport,Lae,, Papua New Guinea
AYPY,POM,Port Moresby Jacksons Intl,-9.443383,147.22005,50.0,Pacific/Port_Moresby,Jacksons International Airport,Port Moresby,, Papua New Guinea
AYWK,WWK,Wewak Intl,-3.583828,143.669186,8.0,Pacific/Port_Moresby,Wewak Airport[1],Wewak,, Papua New Guinea
BGBW,UAK,Narsarsuaq,61.160517000000006,-45.425978,36.0,America/Nuuk,Narsarsuaq Airport,Narsarsuaq,, Greenland
BGGH,GOH,Nuuk,64.190922,-51.678064,56.0,America/Nuuk,Nuuk Airport,Nuuk,, Greenland
BGSF,SFJ,Sondre Stromfjord,67.01696899999999,-50.689325,42.0,America/Nuuk,Kangerlussuaq Airport,Kangerlussuaq,, Greenland
BGTL,THU,Thule Air Base,76.531203,-68.703161,70.0,America/Thule,Thule Air Base,Pituffik,, Greenland
BIAR,AEY,Akureyri,65.659994,-18.072703,9.0,Atlantic/Reykjavik,Akureyri Airport,Akureyri,, Iceland
BIEG,EGS,Egilsstadir,65.283333,-14.401389000000002,8.0,Atlantic/Reykjavik,Egilsstaðir Airport,Egilsstaðir,, Iceland
BIHN,HFN,Hornafjordur,64.295556,-15.227222,11.0,Atlantic/Reykjavik,Hornafjörður Airport,Höfn,, Iceland
BIHU,HZK,Husavik,65.95232800000001,-17.425978,11.0,Atlantic/Reykjavik,Húsavík Airport,Húsavík,, Iceland
BIIS,IFJ,Isafjordur,66.05805600000001,-23.135278,13.0,Atlantic/Reykjavik,Ísafjörður Airport,Ísafjörður,, Iceland
BIKF,KEF,Keflavik International Airport,63.985,-22.605556,30.0,Atlantic/Reykjavik,Keflavík International Airport,Reykjavík,, Iceland
BIPA,PFJ,Patreksfjordur,65.55583299999999,-23.965,5.0,Atlantic/Reykjavik,Patreksfjörður Airport,Patreksfjörður,, Iceland
BIRK,RKV,Reykjavik,64.13,-21.940556,11.0,Atlantic/Reykjavik,Reykjavík Airport,Reykjavík,, Iceland
BISI,SIJ,Siglufjordur,66.133333,-18.916667,6.0,Atlantic/Reykjavik,Siglufjörður Airport,Siglufjörður,, Iceland
BIVM,VEY,Vestmannaeyjar,63.424303,-20.278875,90.0,Atlantic/Reykjavik,Vestmannaeyjar Airport,Vestmannaeyjar,, Iceland
CYAM,YAM,Sault Ste Marie,46.485001,-84.509445,180.0,America/Toronto,Sault Ste. Marie Airport,Sault Ste. Marie, Ontario, Canada
CYAV,YAV,Winnipeg St Andrews,50.056389,-97.0325,236.0,America/Winnipeg,,,,
CYAW,YAW,Shearwater,44.639721,-63.499444,36.0,America/Halifax,,,,
CYAY,YAY,St Anthony,51.391944,-56.083056000000006,34.0,America/St_Johns,St. Anthony Airport,St. Anthony, Newfoundland and Labrador, Canada
CYAZ,YAZ,Tofino,49.082222,-125.7725,40.0,America/Vancouver,Tofino/Long Beach Airport,Tofino, British Columbia, Canada
CYBB,YBB,Kugaaruk,68.534444,-89.80805600000002,10.0,America/Cambridge_Bay,Kugaaruk Airport,Kugaaruk, Nunavut, Canada
CYBC,YBC,Baie Comeau,49.1325,-68.204444,13.0,America/Toronto,Baie-Comeau Airport,Baie-Comeau, Quebec, Canada
CYBG,YBG,Bagotville,48.330555,-70.996391,147.0,America/Toronto,Canadian Forces Base Bagotville,La Baie (Bagotville), Quebec, Canada
CYBK,YBK,Baker Lake,64.298889,-96.077778,15.0,America/Rankin_Inlet,Baker Lake Airport,Baker Lake, Nunavut, Canada
CYBL,YBL,Campbell River,49.950832,-125.270833,87.0,America/Vancouver,Campbell River Airport,Campbell River, British Columbia, Canada
CYBR,YBR,Brandon Muni,49.91,-99.951944,398.0,America/Winnipeg,Brandon Municipal Airport (McGill Field),Brandon, Manitoba, Canada
CYCB,YCB,Cambridge Bay,69.10805500000001,-105.138333,12.0,America/Cambridge_Bay,Cambridge Bay Airport,Cambridge Bay, Nunavut, Canada
CYCD,YCD,Nanaimo,49.052333,-123.870167,20.0,America/Vancouver,Nanaimo Airport,Nanaimo, British Columbia, Canada
CYCG,YCG,Castlegar,49.296389000000005,-117.6325,496.0,America/Vancouver,West Kootenay Regional Airport (Castlegar Airport),Castlegar, British Columbia, Canada
CYCH,YCH,Miramichi,47.007778,-65.449167,26.0,America/Moncton,Miramichi Airport,Miramichi, New Brunswick, Canada
CYCL,YCL,Charlo,47.990833,-66.330278,29.0,America/Moncton,Charlo Airport,Charlo, New Brunswick, Canada
CYCO,YCO,Kugluktuk,67.81666700000001,-115.143889,18.0,America/Cambridge_Bay,Kugluktuk Airport,Kugluktuk, Nunavut, Canada
CYCT,YCT,Coronation,52.075001,-111.445278,777.0,America/Edmonton,Coronation Airport,Coronation, Alberta, Canada
CYCW,YCW,Chilliwack,49.152779,-121.93889,7.0,America/Vancouver,Chilliwack Airport,Chilliwack, British Columbia, Canada
CYCY,YCY,Clyde River,70.486111,-68.516667,8.0,America/Iqaluit,Clyde River Airport,Clyde River, Nunavut, Canada
CYCZ,YZS,Fairmont Hot Springs,64.193333,-83.359444,32.0,America/Atikokan,Fairmont Hot Springs Airport,Fairmont Hot Springs, British Columbia, Canada
CYDA,YDA,Dawson City,64.043056,-139.127778,390.0,America/Dawson,Dawson City Airport,Dawson City, Yukon, Canada
CYDB,YDB,Burwash,61.371111,-139.040556,809.0,America/Dawson,Burwash Airport,Burwash Landing, Yukon, Canada
CYDC,YDC,Princeton,49.468056,-120.511389,696.0,America/Vancouver,,,,
CYDF,YDF,Deer Lake,49.210833,-57.391388,23.0,America/St_Johns,Deer Lake Regional Airport,Deer Lake, Newfoundland and Labrador, Canada
CYDL,YDL,Dease Lake,58.422222,-130.032222,810.0,America/Vancouver,Dease Lake Airport,Dease Lake, British Columbia, Canada
CYDN,YDN,Dauphin Barker,51.100834000000006,-100.0525,292.0,America/Winnipeg,Lt. Col W.G. (Billy) Barker VC Airport,Dauphin, Manitoba, Canada
CYDQ,YDQ,Dawson Creek,55.742333,-120.183,656.0,America/Dawson_Creek,Dawson Creek Airport,Dawson Creek, British Columbia, Canada
CYEG,YEG,Edmonton Intl,53.309723,-113.579722,724.0,America/Edmonton,Edmonton International Airport,Edmonton, Alberta, Canada
CYEK,YEK,Arviat,61.094166,-94.070833,9.0,America/Rankin_Inlet,Arviat Airport,Arviat, Nunavut, Canada
CYEN,YEN,Estevan,49.210278,-102.965833,573.0,America/Regina,Estevan Regional Aerodrome,Estevan, Saskatchewan, Canada
CYET,YET,Edson,53.578888,-116.465,928.0,America/Edmonton,Edson Airport,Edson, Alberta, Canada
CYEU,YEU,Eureka,79.994722,-85.814167,73.0,America/Rankin_Inlet,Eureka Aerodrome,Eureka, Nunavut, Canada
CYEV,YEV,Inuvik Mike Zubko,68.304167,-133.482778,41.0,America/Inuvik,Inuvik (Mike Zubko) Airport,Inuvik, Northwest Territories, Canada
CYFB,YFB,Iqaluit,63.75639,-68.555832,12.0,America/Iqaluit,Iqaluit Airport,Iqaluit, Nunavut, Canada
CYFC,YFC,Fredericton,45.868889,-66.537222,14.0,America/Moncton,Fredericton International Airport,Fredericton, New Brunswick, Canada
CYFO,YFO,Flin Flon,54.67805500000001,-101.681667,253.0,America/Winnipeg,Flin Flon Airport,Flin Flon, Manitoba, Canada
CYFR,YFR,Fort Resolution,61.180832,-113.689722,151.0,America/Yellowknife,Fort Resolution Airport,Fort Resolution, Northwest Territories, Canada
CYFS,YFS,Fort Simpson,61.760153,-121.236525,146.0,America/Inuvik,Fort Simpson Airport,Fort Simpson, Northwest Territories, Canada
CYGK,YGK,Kingston,44.225277,-76.596944,83.0,America/Toronto,Kingston/Norman Rogers Airport,Kingston, Ontario, Canada
CYGL,YGL,La Grande Riviere,53.625278,-77.704167,178.0,America/Toronto,La Grande Rivière Airport,Radisson, Quebec, Canada
CYGP,YGP,Gaspe,48.775278,-64.478611,29.0,America/Toronto,Michel-Pouliot Gaspé Airport,Gaspé, Quebec, Canada
CYGQ,YGQ,Geraldton Greenstone Regional,49.778332,-86.93944499999998,346.0,America/Nipigon,Geraldton (Greenstone Regional) Airport,Greenstone (Geraldton), Ontario, Canada
CYGR,YGR,Iles De La Madeleine,47.424721000000005,-61.77805600000001,3.0,America/Halifax,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine, Quebec, Canada
CYHB,YHB,Hudson Bay,52.816666000000005,-102.31139,357.0,America/Regina,Hudson Bay Airport,Hudson Bay, Saskatchewan, Canada
CYHD,YHD,Dryden Rgnl,49.831667,-92.744167,411.0,America/Rainy_River,Dryden Regional Airport,Dryden, Ontario, Canada
CYHI,YHI,Ulukhaktok Holman,70.762778,-117.80611100000002,32.0,America/Yellowknife,Ulukhaktok/Holman Airport,Ulukhaktok, Northwest Territories, Canada
CYHK,YHK,Gjoa Haven,68.63555600000001,-95.849722,33.0,America/Cambridge_Bay,Gjoa Haven Airport,Gjoa Haven, Nunavut, Canada
CYHM,YHM,Hamilton,43.173611,-79.935,232.0,America/Toronto,John C. Munro Hamilton International Airport,Hamilton, Ontario, Canada
CYHU,YHU,St Hubert,45.5175,-73.416944,41.0,America/Toronto,Montréal/Saint-Hubert Airport,Montreal, Quebec, Canada
CYHY,YHY,Hay River,60.839722,-115.782778,156.0,America/Yellowknife,Hay River/Merlyn Carter Airport,Hay River, Northwest Territories, Canada
CYHZ,YHZ,Halifax Intl,44.880833,-63.50861,139.0,America/Halifax,Halifax Stanfield International Airport,Halifax, Nova Scotia, Canada
CYIB,YIB,Atikokan Muni,48.773888,-91.638611,439.0,America/Atikokan,Atikokan Municipal Airport,Atikokan, Ontario, Canada
CYIO,YIO,Pond Inlet,72.683334,-77.966667,60.0,America/Iqaluit,Pond Inlet Airport,Pond Inlet, Nunavut, Canada
CYJN,YJN,St Jean,45.294445,-73.281111,44.0,America/Toronto,Saint-Jean Airport,Saint-Jean-sur-Richelieu, Quebec, Canada
CYJT,YJT,Stephenville,48.544167,-58.549999,8.0,America/St_Johns,Stephenville International Airport,Stephenville, Newfoundland and Labrador, Canada
CYKA,YKA,Kamloops,50.702222,-120.444444,334.0,America/Vancouver,Kamloops Airport,Kamloops, British Columbia, Canada
CYKF,YKF,Waterloo,43.460833,-80.37861099999998,316.0,America/Toronto,Region of Waterloo International Airport,Kitchener / Cambridge / Waterloo, Ontario, Canada
CYKL,YKL,Schefferville,54.805278,-66.805278,512.0,America/Toronto,Schefferville Airport,Schefferville, Quebec, Canada
CYKY,YKY,Kindersley,51.5175,-109.180833,683.0,America/Swift_Current,Kindersley Regional Airport,Kindersley, Saskatchewan, Canada
CYKZ,YKZ,Buttonville Muni,43.862221000000005,-79.37,180.0,America/Toronto,Buttonville Municipal Airport,Toronto, Ontario, Canada
CYLD,YLD,Chapleau,47.82,-83.34666700000002,453.0,America/Nipigon,Chapleau Airport,Chapleau, Ontario, Canada
CYLJ,YLJ,Meadow Lake,54.125278,-108.522778,469.0,America/Swift_Current,Meadow Lake Airport,Meadow Lake, Saskatchewan, Canada
CYLL,YLL,Lloydminster,53.309166000000005,-110.0725,658.0,America/Edmonton,Lloydminster Airport,Lloydminster, Alberta/Saskatchewan,2 Canada
CYLT,YLT,Alert,82.517778,-62.280556,27.0,America/Pangnirtung,Alert Airport,Alert, Nunavut, Canada
CYLW,YLW,Kelowna,49.956112,-119.377778,400.0,America/Vancouver,Kelowna International Airport,Kelowna, British Columbia, Canada
CYMA,YMA,Mayo,63.616389,-135.868333,504.0,America/Whitehorse,Mayo Airport,Mayo, Yukon, Canada
CYMJ,YMJ,Moose Jaw Air Vice Marshal C M Mcewen,50.330278,-105.559167,566.0,America/Regina,CFB Moose Jaw (C.M. McEwen Airport),Moose Jaw, Saskatchewan, Canada
CYMM,YMM,Fort Mcmurray,56.653333,-111.221944,363.0,America/Edmonton,Fort McMurray International Airport,Fort McMurray, Alberta, Canada
CYMO,YMO,Moosonee,51.291111,-80.607778,23.0,America/Nipigon,Moosonee Airport,Moosonee, Ontario, Canada
CYMW,YMW,Maniwaki,46.272778,-75.99055600000001,188.0,America/Toronto,Maniwaki Airport,Maniwaki, Quebec, Canada
CYMX,YMX,Montreal Intl Mirabel,45.681944,-74.005278,86.0,America/Toronto,Montréal–Mirabel International Airport,Montreal, Quebec, Canada
CYNA,YNA,Natashquan,50.19,-61.789167000000006,9.0,America/Blanc-Sablon,Natashquan Airport,Natashquan, Quebec, Canada
CYND,YND,Gatineau,45.521694,-75.56358900000002,55.0,America/Toronto,Gatineau-Ottawa Executive Airport,Gatineau / Ottawa (ON), Quebec, Canada
CYNM,YNM,Matagami,49.761667,-77.802778,259.0,America/Toronto,Matagami Airport,Matagami, Quebec, Canada
CYOC,YOC,Old Crow,67.57055600000001,-139.839167,250.0,America/Dawson,Old Crow Airport,Old Crow, Yukon, Canada
CYOD,YOD,Cold Lake,54.404999,-110.279444,529.0,America/Edmonton,CFB Cold Lake (R.W. McNair Airport),Cold Lake, Alberta, Canada
CYOJ,YOJ,High Level,58.621389,-117.164722,329.0,America/Edmonton,High Level Airport,High Level, Alberta, Canada
CYOW,YOW,Ottawa Macdonald Cartier Intl,45.3225,-75.669167,105.0,America/Toronto,Ottawa Macdonald–Cartier International Airport,Ottawa, Ontario, Canada
CYPA,YPA,Prince Albert Glass Field,53.214167,-105.672778,409.0,America/Regina,Prince Albert (Glass Field) Airport,Prince Albert, Saskatchewan, Canada
CYPE,YPE,Peace River,56.226944,-117.447222,568.0,America/Edmonton,Peace River Airport,Peace River, Alberta, Canada
CYPG,YPG,Southport,49.903056,-98.273889,248.0,America/Winnipeg,Portage la Prairie/Southport Airport,Portage la Prairie, Manitoba, Canada
CYPL,YPL,Pickle Lake,51.446388,-90.214167,378.0,America/Atikokan,Pickle Lake Airport,Pickle Lake, Ontario, Canada
CYPN,YPN,Port Menier,49.836389,-64.288611,42.0,America/Toronto,Port-Menier Airport,Port-Menier, Quebec, Canada
CYPQ,YPQ,Peterborough,44.23,-78.363333,194.0,America/Toronto,Peterborough Airport,Peterborough, Ontario, Canada
CYPR,YPR,Prince Rupert,54.28611,-130.44472199999998,16.0,America/Vancouver,Prince Rupert Airport,Prince Rupert, British Columbia, Canada
CYPY,YPY,Fort Chipewyan,58.767223,-111.117222,233.0,America/Edmonton,Fort Chipewyan Airport,Fort Chipewyan, Alberta, Canada
CYQA,YQA,Muskoka,44.974722,-79.303333,265.0,America/Nipigon,Muskoka Airport,Muskoka, Ontario, Canada
CYQB,YQB,Quebec Jean Lesage Intl,46.791111,-71.393333,78.0,America/Toronto,Québec City Jean Lesage International Airport,Quebec City, Quebec, Canada
CYQF,YQF,Red Deer Regional,52.182222,-113.894444,911.0,America/Edmonton,Red Deer Regional Airport,Red Deer, Alberta, Canada
CYQG,YQG,Windsor,42.275556,-82.955556,182.0,America/Toronto,Windsor International Airport,Windsor, Ontario, Canada
CYQH,YQH,Watson Lake,60.116389,-128.8225,680.0,America/Whitehorse,Watson Lake Airport,Watson Lake, Yukon, Canada
CYQK,YQK,Kenora,49.788334000000006,-94.363056,410.0,America/Winnipeg,Kenora Airport,Kenora, Ontario, Canada
CYQL,YQL,Lethbridge,49.630278,-112.799722,911.0,America/Edmonton,Lethbridge Airport,Lethbridge, Alberta, Canada
CYQM,YQM,Greater Moncton Intl,46.112221000000005,-64.678611,53.0,America/Moncton,Greater Moncton International Airport,Moncton, New Brunswick, Canada
CYQQ,YQQ,Comox,49.710833,-124.886667,13.0,America/Vancouver,CFB Comox,Comox, British Columbia, Canada
CYQR,YQR,Regina Intl,50.431944,-104.665833,586.0,America/Regina,Regina International Airport,Regina, Saskatchewan, Canada
CYQT,YQT,Thunder Bay,48.371944,-89.32388900000002,190.0,America/Thunder_Bay,Thunder Bay International Airport,Thunder Bay, Ontario, Canada
CYQU,YQU,Grande Prairie,55.179722,-118.885,661.0,America/Edmonton,Grande Prairie Airport,Grande Prairie, Alberta, Canada
CYQV,YQV,Yorkton Muni,51.264721,-102.461667,492.0,America/Regina,Yorkton Municipal Airport,Yorkton, Saskatchewan, Canada
CYQW,YQW,North Battleford,52.769167,-108.24361,530.0,America/Swift_Current,North Battleford Airport (Cameron McIntosh Airport),North Battleford, Saskatchewan, Canada
CYQX,YQX,Gander Intl,48.936944,-54.56805600000001,133.0,America/St_Johns,Gander International Airport / CFB Gander,Gander, Newfoundland and Labrador, Canada
CYQY,YQY,Sydney,46.161388,-60.04777900000001,60.0,America/Glace_Bay,Sydney/J.A. Douglas McCurdy Airport,Sydney, Nova Scotia, Canada
CYQZ,YQZ,Quesnel,53.026112,-122.510278,520.0,America/Vancouver,Quesnel Airport,Quesnel, British Columbia, Canada
CYRB,YRB,Resolute Bay,74.716944,-94.969444,35.0,America/Resolute,Resolute Bay Airport,Resolute, Nunavut, Canada
CYRI,YRI,Riviere Du Loup,47.764444,-69.584722,134.0,America/Toronto,Rivière-du-Loup Airport,Rivière-du-Loup, Quebec, Canada
CYRJ,YRJ,Roberval,48.52,-72.265556,163.0,America/Toronto,Roberval Airport,Roberval, Quebec, Canada
CYRM,YRM,Rocky Mountain House,52.429722,-114.904167,975.0,America/Edmonton,Rocky Mountain House Airport,Rocky Mountain House, Alberta, Canada
CYRT,YRT,Rankin Inlet,62.81139,-92.115833,19.0,America/Rankin_Inlet,Rankin Inlet Airport,Rankin Inlet, Nunavut, Canada
CYSB,YSB,Sudbury,46.625,-80.798889,379.0,America/Toronto,Sudbury Airport,Greater Sudbury, Ontario, Canada
CYSC,YSC,Sherbrooke,45.438611,-71.691389,234.0,America/Toronto,Sherbrooke Airport,Sherbrooke, Quebec, Canada
CYSJ,YSJ,Saint John,45.316111,-65.89027800000001,97.0,America/Moncton,Saint John Airport,Saint John, New Brunswick, Canada
CYSM,YSM,Fort Smith,60.020278000000005,-111.961944,196.0,America/Yellowknife,Fort Smith Airport,Fort Smith, Northwest Territories, Canada
CYSR,YSR,Nanisivik,72.982222,-84.61361099999998,619.0,America/Iqaluit,,,,
CYSU,YSU,Summerside,46.440556,-63.833611,17.0,America/Halifax,Summerside Airport,Summerside, Prince Edward Island, Canada
CYSY,YSY,Sachs Harbour,71.993889,-125.2425,74.0,America/Inuvik,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour, Northwest Territories, Canada
CYTE,YTE,Cape Dorset,64.23,-76.526667,21.0,America/Iqaluit,Cape Dorset Airport,Cape Dorset, Nunavut, Canada
CYTH,YTH,Thompson,55.801111,-97.864166,212.0,America/Winnipeg,Thompson Airport,Thompson, Manitoba, Canada
CYTR,YTR,Trenton,44.118889,-77.528056,77.0,America/Toronto,CFB Trenton,Trenton, Ontario, Canada
CYTS,YTS,Timmins,48.569721,-81.376667,282.0,America/Toronto,Timmins/Victor M. Power Airport,Timmins, Ontario, Canada
CYTZ,YTZ,City Centre,43.627499,-79.396167,79.0,America/Toronto,Billy Bishop Toronto City Airport (Toronto Island Airport),Toronto, Ontario, Canada
CYUB,YUB,Tuktoyaktuk,69.433334,-133.026389,6.0,America/Inuvik,Tuktoyaktuk/James Gruben Airport,Tuktoyaktuk, Northwest Territories, Canada
CYUL,YUL,Pierre Elliott Trudeau Intl,45.470556,-73.740833,17.0,America/Toronto,Montréal–Trudeau International Airport,Montreal, Quebec, Canada
CYUT,YUT,Repulse Bay,66.521389,-86.224722,11.0,America/Rankin_Inlet,Repulse Bay Airport,Naujaat (Repulse Bay), Nunavut, Canada
CYUX,YUX,Hall Beach,68.776111,-81.243611,8.0,America/Iqaluit,Hall Beach Airport,Hall Beach, Nunavut, Canada
CYUY,YUY,Rouyn Noranda,48.206111,-78.83555600000003,320.0,America/Toronto,Rouyn-Noranda Airport,Rouyn-Noranda, Quebec, Canada
CYVC,YVC,La Ronge,55.15139,-105.261944,331.0,America/Regina,La Ronge (Barber Field) Airport,La Ronge, Saskatchewan, Canada
CYVG,YVG,Vermilion,53.355833,-110.82389,608.0,America/Edmonton,Vermilion Airport,Vermilion, Alberta, Canada
CYVM,YVM,Qikiqtarjuaq,67.545833,-64.031389,62.0,America/Pangnirtung,Qikiqtarjuaq Airport,Qikiqtarjuaq, Nunavut, Canada
CYVO,YVO,Val D Or,48.053333,-77.78277800000002,305.0,America/Toronto,Val-d'Or Airport,Val-d'Or, Quebec, Canada
CYVP,YVP,Kuujjuaq,58.096111,-68.42694399999999,35.0,America/Toronto,Kuujjuaq Airport,Kuujjuaq, Quebec, Canada
CYVQ,YVQ,Norman Wells,65.281617,-126.798219,66.0,America/Inuvik,Norman Wells Airport,Norman Wells, Northwest Territories, Canada
CYVR,YVR,Vancouver Intl,49.193889,-123.184444,7.0,America/Vancouver,Vancouver International Airport,Vancouver, British Columbia, Canada
CYVT,YVT,Buffalo Narrows,55.84194399999999,-108.4175,418.0,America/Swift_Current,Buffalo Narrows Airport,Buffalo Narrows, Saskatchewan, Canada
CYVV,YVV,Wiarton,44.745834,-81.107222,229.0,America/Nipigon,Wiarton Airport,Wiarton, Ontario, Canada
CYWA,YWA,Petawawa,45.952221,-77.319168,129.0,America/Nipigon,Petawawa Airport,Petawawa, Ontario, Canada
CYWG,YWG,Winnipeg Intl,49.910036,-97.239886,230.0,America/Winnipeg,Winnipeg James Armstrong Richardson International Airport,Winnipeg, Manitoba, Canada
CYWK,YWK,Wabush,52.921944,-66.86444399999999,542.0,America/Goose_Bay,Wabush Airport,Wabush, Newfoundland and Labrador, Canada
CYWL,YWL,Williams Lake,52.183056,-122.054167,912.0,America/Vancouver,Williams Lake Airport,Williams Lake, British Columbia, Canada
CYWY,YWY,Wrigley,63.209444,-123.436667,143.0,America/Inuvik,Wrigley Airport,Wrigley, Northwest Territories, Canada
CYXC,YXC,Canadian Rockies Intl,49.612222,-115.781944,903.0,America/Edmonton,Cranbrook/Canadian Rockies International Airport,Cranbrook, British Columbia, Canada
CYXD,YXD,Edmonton City Centre,53.5725,-113.520556,662.0,America/Edmonton,Edmonton City Centre (Blatchford Field) Airport[1],Edmonton, Alberta, Canada
CYXE,YXE,Saskatoon J G Diefenbaker Intl,52.170834,-106.699722,485.0,America/Regina,Saskatoon John G. Diefenbaker International Airport,Saskatoon, Saskatchewan, Canada
CYXH,YXH,Medicine Hat,50.01889,-110.720833,734.0,America/Edmonton,Medicine Hat Airport,Medicine Hat, Alberta, Canada
CYXJ,YXJ,Fort St John,56.23805600000001,-120.740278,680.0,America/Dawson_Creek,Fort St. John Airport (North Peace Airport),Fort St. John, British Columbia, Canada
CYXL,YXL,Sioux Lookout,50.113889,-91.905278,366.0,America/Rainy_River,Sioux Lookout Airport,Sioux Lookout, Ontario, Canada
CYXP,YXP,Pangnirtung,66.145,-65.713611,29.0,America/Pangnirtung,Pangnirtung Airport,Pangnirtung, Nunavut, Canada
CYXR,YXR,Timiskaming Rgnl,47.695,-79.848889,245.0,America/Nipigon,Earlton (Timiskaming Regional) Airport,Armstrong (Earlton), Ontario, Canada
CYXS,YXS,Prince George,53.889444,-122.67888899999998,682.0,America/Vancouver,Prince George Airport,Prince George, British Columbia, Canada
CYXT,YXT,Terrace,54.46850799999999,-128.57621899999998,201.0,America/Vancouver,Northwest Regional Airport,Terrace, British Columbia, Canada
CYXU,YXU,London,43.033056,-81.151111,268.0,America/Toronto,London International Airport,London, Ontario, Canada
CYXX,YXX,Abbotsford,49.025278,-122.360556,46.0,America/Vancouver,Abbotsford International Airport,Abbotsford, British Columbia, Canada
CYXY,YXY,Whitehorse Intl,60.709553,-135.06726899999998,697.0,America/Whitehorse,Erik Nielsen Whitehorse International Airport,Whitehorse, Yukon, Canada
CYYB,YYB,North Bay,46.363611,-79.42277800000002,359.0,America/Toronto,North Bay/Jack Garland Airport,North Bay, Ontario, Canada
CYYC,YYC,Calgary Intl,51.113888,-114.020278,1078.0,America/Edmonton,Calgary International Airport,Calgary, Alberta, Canada
CYYD,YYD,Smithers,54.824722,-127.182778,509.0,America/Vancouver,Smithers Airport,Smithers, British Columbia, Canada
CYYE,YYE,Fort Nelson,58.836389,-122.596944,375.0,America/Fort_Nelson,Northern Rockies Regional Airport,Fort Nelson, British Columbia, Canada
CYYF,YYF,Penticton,49.463056,-119.602222,311.0,America/Vancouver,Penticton Regional Airport,Penticton, British Columbia, Canada
CYYG,YYG,Charlottetown,46.290001,-63.121111,38.0,America/Halifax,Charlottetown Airport,Charlottetown, Prince Edward Island, Canada
CYYH,YYH,Taloyoak,69.546667,-93.576667,11.0,America/Cambridge_Bay,Taloyoak Airport,Taloyoak, Nunavut, Canada
CYYJ,YYJ,Victoria Intl,48.646944,-123.425833,12.0,America/Vancouver,Victoria International Airport,Victoria, British Columbia, Canada
CYYL,YYL,Lynn Lake,56.863888,-101.07611,367.0,America/Winnipeg,Lynn Lake Airport,Lynn Lake, Manitoba, Canada
CYYN,YYN,Swift Current,50.291944,-107.690556,808.0,America/Swift_Current,Swift Current Airport,Swift Current, Saskatchewan, Canada
CYYQ,YYQ,Churchill,58.739167,-94.065,15.0,America/Winnipeg,Churchill Airport,Churchill, Manitoba, Canada
CYYR,YYR,Goose Bay,53.319168000000005,-60.425833,45.0,America/Goose_Bay,CFB Goose Bay,Happy Valley-Goose Bay, Newfoundland and Labrador, Canada
CYYT,YYT,St Johns Intl,47.61861,-52.75194499999999,160.0,America/St_Johns,St. John's International Airport,St. John's, Newfoundland and Labrador, Canada
CYYU,YYU,Kapuskasing,49.413889000000005,-82.4675,222.0,America/Nipigon,Kapuskasing Airport,Kapuskasing, Ontario, Canada
CYYW,YYW,Armstrong,50.290279,-88.90972099999998,319.0,America/Nipigon,Armstrong Airport,Armstrong, Ontario, Canada
CYYY,YYY,Mont Joli,48.608612,-68.208056,24.0,America/Toronto,Mont-Joli Airport,Mont-Joli, Quebec, Canada
CYYZ,YYZ,Lester B Pearson Intl,43.677223,-79.630556,164.0,America/Toronto,Toronto Pearson International Airport,Toronto, Ontario, Canada
CYZD,YZD,Downsview,43.7425,-79.465556,184.0,America/Toronto,,,,
CYZE,YZE,Gore Bay Manitoulin,45.885277,-82.567778,187.0,America/Nipigon,Gore Bay-Manitoulin Airport,Gore Bay, Ontario, Canada
CYZF,YZF,Yellowknife,62.462778,-114.440278,200.0,America/Yellowknife,Yellowknife Airport,Yellowknife, Northwest Territories, Canada
CYZH,YZH,Slave Lake,55.29305600000001,-114.777222,570.0,America/Edmonton,Slave Lake Airport,Slave Lake, Alberta, Canada
CYZP,YZP,Sandspit,53.254333,-131.81383300000002,8.0,America/Vancouver,Sandspit Airport,Sandspit, British Columbia, Canada
